,IDfg,Name,Team,G,key_fangraphs,key_mlbam,key_bbref,key_retro
390,19643,Daniel Johnson,CLE,30,19643.0,669288.0,johnsda07,johnd006
391,18027,Hoy Park,- - -,45,18027.0,660829.0,parkho01,parkh001
392,5297,Aaron Hicks,NYY,32,5297.0,543305.0,hicksaa01,hicka001
393,20540,Jose Devers,MIA,21,,,,
394,5000,Stephen Vogt,- - -,78,5000.0,519390.0,vogtst01,vogts001
395,21562,Romy Gonzalez,CHW,10,21562.0,663853.0,gonzaro01,gonzr003
396,18887,Seby Zavala,CHW,37,,,,
397,4922,Ender Inciarte,ATL,52,4922.0,542255.0,inciaen01,incie001
398,21534,Cal Raleigh,SEA,47,,,,
399,12976,Austin Hedges,CLE,88,,,,
400,18900,Leody Taveras,TEX,49,18900.0,665750.0,taverle01,tavel001
401,19388,Tony Gonsolin,LAD,17,,,,
402,23796,Ryan Weathers,SDP,32,,,,
403,16977,Trevor Williams,- - -,23,,,,
404,15689,Luis Castillo,CIN,33,,,,
405,10123,Kyle Gibson,- - -,31,,,,
406,22487,Johan Oviedo,STL,14,,,,
407,19361,Corbin Burnes,MIL,28,,,,
408,13183,Zach Davies,CHC,33,,,,
409,10310,Zack Wheeler,PHI,33,,,,
410,2233,Adam Wainwright,STL,34,,,,
411,13431,Marcus Stroman,NYM,33,,,,
412,19374,Walker Buehler,LAD,34,,,,
413,19522,T.J. Friedl,CIN,14,19522.0,670770.0,friedtj01,friet001
414,10700,Ryan LaMarre,NYY,9,10700.0,534606.0,lamarry01,lamar001
415,19864,Riley Adams,- - -,47,,,,
416,3516,Eric Hosmer,SDP,151,3516.0,543333.0,hosmeer01,hosme001
417,5227,Jon Jay,LAA,5,5227.0,445055.0,jayjo02,jay-j001
418,14387,Harold Ramirez,CLE,99,14387.0,623912.0,ramirha02,ramih004
419,20503,William Contreras,ATL,52,,,,
420,18365,Lewin Diaz,MIA,40,,,,
421,13325,Deven Marrero,MIA,10,13325.0,571918.0,marrede01,marrd001
422,4962,Asdrubal Cabrera,- - -,110,,,,
423,6547,Jordy Mercer,WSN,46,6547.0,474568.0,mercejo03,mercj002
424,11200,Kole Calhoun,ARI,51,11200.0,594777.0,calhoko01,calhk001
425,13770,Rob Refsnyder,MIN,51,13770.0,608701.0,refsnro01,refsr001
426,12092,Niko Goodrum,DET,90,12092.0,592348.0,goodrni01,goodn002
427,22164,Payton Henry,MIA,5,,,,
428,20275,Jonathan Arauz,BOS,28,,,,
429,6012,Didi Gregorius,PHI,103,6012.0,544369.0,gregodi01,gregd001
430,8879,Ryan Lavarnway,CLE,9,,,,
431,21646,Rafael Marchan,PHI,20,,,,
432,11859,Mason Williams,NYM,17,11859.0,592863.0,willima10,willm007
433,16448,Jacob Nottingham,- - -,15,16448.0,641924.0,nottija01,nottj001
434,12147,Nick Ahmed,ARI,129,12147.0,605113.0,ahmedni01,ahmen001
435,19314,Donovan Walton,SEA,24,19314.0,622268.0,waltodo01,waltd002
436,6938,Eric Campbell,SEA,4,6938.0,493472.0,campber01,campe001
437,23378,Jose Barrero,CIN,21,,,,
438,16429,Jason Martin,TEX,58,16429.0,641829.0,martija03,martj009
439,18395,Travis Blankenhorn,- - -,24,18395.0,663905.0,blanktr01,blant002
440,14196,Andrew Velazquez,NYY,28,14196.0,623205.0,velazan01,velaa001
441,12399,Taylor Motter,- - -,16,12399.0,600301.0,motteta01,mottt001
442,16271,Alex Blandino,CIN,43,16271.0,607468.0,blandal01,blana002
443,20047,Brian Miller,MIA,5,20047.0,675649.0,millebr03,millb003
444,17216,Monte Harrison,MIA,9,17216.0,656509.0,harrimo01,harrm003
445,19818,Josh Palacios,TOR,13,19818.0,641943.0,palacjo01,palaj001
446,13254,Jacob Wilson,- - -,12,13254.0,607111.0,wilsoja04,wilsj005
447,18067,Garrett Stubbs,HOU,18,18067.0,596117.0,stubbga01,stubg001
448,10655,Rob Brantly,NYY,6,,,,
449,14663,Chi Chi Gonzalez,COL,24,,,,
450,21844,Braxton Garrett,MIA,8,,,,
451,8246,Paolo Espino,WSN,35,,,,
452,16094,Zach Thompson,MIA,27,,,,
453,12718,Adrian Houser,MIL,28,,,,
454,12768,Sonny Gray,CIN,26,,,,
455,9323,Patrick Corbin,WSN,31,,,,
456,17312,Justin Steele,CHC,20,,,,
457,12880,Tyler Anderson,- - -,31,,,,
458,14875,Caleb Smith,ARI,45,,,,
459,27458,Kwang-hyun Kim,STL,27,,,,
460,12049,Kyle Hendricks,CHC,32,,,,
461,16162,Brandon Woodruff,MIL,30,,,,
462,17594,Mitch Keller,PIT,24,,,,
463,17432,Jeff Hoffman,CIN,32,,,,
464,2539,Pete Kozma,OAK,3,2539.0,518902.0,kozmape01,kozmp001
465,20167,Kyle Muller,ATL,9,,,,
466,16918,Luke Weaver,ARI,13,,,,
467,4806,Rich Hill,- - -,32,,,,
468,15036,Chase De Jong,PIT,10,,,,
469,11836,Taijuan Walker,NYM,31,,,,
470,11189,Vince Velasquez,- - -,26,,,,
471,17578,JT Brubaker,PIT,25,,,,
472,20302,David Peterson,NYM,16,,,,
473,6893,Johnny Cueto,SFG,22,,,,
474,19959,Jesus Luzardo,- - -,25,,,,
475,18769,Cody Poteet,MIA,8,,,,
476,20631,Jordan Holloway,MIA,13,,,,
477,25379,Sammy Long,SFG,12,,,,
478,5486,Abraham Almonte,ATL,64,5486.0,501659.0,almonab01,almoa001
479,18848,Yohel Pozo,TEX,21,,,,
480,14523,Pedro Severino,BAL,113,,,,
481,14503,Renato Nunez,DET,14,,,,
482,19252,Cavan Biggio,TOR,79,19252.0,624415.0,biggica01,biggc002
483,19331,Jose Rojas,LAA,61,19331.0,670351.0,rojasjo02,rojaj002
484,19533,Taylor Jones,HOU,35,19533.0,622100.0,jonesta01,jonet005
485,16530,Mauricio Dubon,SFG,74,,,,
486,17321,Michael Chavis,- - -,43,17321.0,656308.0,chavimi01,chavm001
487,12005,Nick Martini,CHC,25,12005.0,605361.0,martini02,martn003
488,21987,Rodolfo Castro,PIT,31,21987.0,666801.0,castrro01,castr006
489,19890,Emmanuel Rivera,KCR,29,19890.0,656896.0,riverem01,rivee001
490,5409,Pablo Sandoval,ATL,69,5409.0,467055.0,sandopa01,sandp001
491,17326,Cole Tucker,PIT,43,17326.0,657061.0,tuckeco01,tuckc001
492,19293,Nick Senzel,CIN,36,19293.0,669222.0,senzeni01,senzn001
493,18353,Daz Cameron,DET,35,18353.0,663662.0,camerda01,camed001
494,17932,Andrew Stevenson,WSN,109,17932.0,664057.0,stevean01,steva001
495,19931,Luke Williams,PHI,58,19931.0,663897.0,willilu01,willl001
496,11338,Adrian Sanchez,WSN,16,,,,
497,19960,Taylor Trammell,SEA,51,19960.0,666211.0,trammta01,tramt001
498,16729,Brian O'Grady,SDP,32,16729.0,657434.0,ogradbr01,ograb001
499,19346,Eli White,TEX,64,19346.0,642201.0,whiteel04,white006
500,4062,Dexter Fowler,LAA,7,4062.0,451594.0,fowlede01,fowld001
501,13663,Jack Lopez,BOS,7,,,,
502,18142,Patrick Mazeika,NYM,37,,,,
503,14453,Scott Heineman,CIN,19,14453.0,595981.0,heinesc01,heins001
504,20321,Stuart Fairchild,ARI,12,20321.0,656413.0,faircst01,fairs001
505,10416,Wilfredo Tovar,NYM,6,10416.0,541600.0,tovarwi01,tovaw001
506,17478,Troy Stokes Jr.,PIT,8,,,,
507,16593,Kevin Padlo,- - -,10,16593.0,656821.0,padloke01,padlk001
508,4676,Charlie Morton,ATL,34,,,,
509,13074,Yu Darvish,SDP,30,,,,
510,13543,Blake Snell,SDP,27,,,,
511,19278,Vladimir Gutierrez,CIN,22,,,,
512,11156,Merrill Kelly,ARI,27,,,,
513,18674,Jake Woodford,STL,26,,,,
514,11682,Carlos Martinez,STL,16,,,,
515,19800,Wil Crowe,PIT,29,,,,
516,17859,Adbert Alzolay,CHC,30,,,,
517,19266,Taylor Widener,ARI,23,,,,
518,16933,Elieser Hernandez,MIA,11,,,,
519,14975,Chad Kuhl,PIT,28,,,,
520,24580,Josiah Gray,- - -,14,,,,
521,8223,Brett Anderson,MIL,24,,,,
522,16929,Touki Toussaint,ATL,11,,,,
523,9803,Miles Mikolas,STL,9,,,,
524,19320,Joey Lucchesi,NYM,11,,,,
525,18699,Nick Neidert,MIA,8,,,,
526,18510,Josh Rogers,WSN,6,,,,
527,7410,J.A. Happ,- - -,30,,,,
528,19225,Mitch White,LAD,21,,,,
529,5221,Wade LeBlanc,- - -,18,,,,
530,11490,Aaron Sanchez,SFG,9,,,,
531,13339,Adrian Sampson,CHC,11,,,,
532,17732,Nabil Crismatt,SDP,45,,,,
533,17964,Tyler Gilbert,ARI,9,,,,
534,14221,Jorge Soler,- - -,149,14221.0,624585.0,solerjo01,solej001
535,16909,Colin Moran,PIT,99,16909.0,592567.0,moranco01,morac001
536,15679,Rowdy Tellez,- - -,106,15679.0,642133.0,tellero01,tellr001
537,1177,Albert Pujols,- - -,109,1177.0,405395.0,pujolal01,pujoa001
538,3086,Mitch Moreland,OAK,81,3086.0,519048.0,morelmi01,morem001
539,19627,Brent Rooker,MIN,58,19627.0,667670.0,rookebr01,rookb001
540,20391,Luis Garcia,WSN,70,,,,
541,15117,Hunter Dozier,KCR,144,15117.0,641531.0,doziehu01,dozih001
542,15878,Miguel Andujar,NYY,45,,,,
543,11339,Jake Marisnick,- - -,99,11339.0,545350.0,marisja01,marij002
544,11982,Travis Shaw,- - -,84,11982.0,543768.0,shawtr01,shawt001
545,3892,Josh Reddick,ARI,54,3892.0,502210.0,reddijo01,reddj001
546,16446,Johneshwy Fargas,- - -,22,16446.0,641561.0,fargajo01,fargj001
547,21618,Alec Bohm,PHI,115,21618.0,664761.0,bohmal01,bohma001
548,14352,Lewis Brinson,MIA,89,14352.0,621446.0,brinsle01,brinl001
549,16959,Eddy Alvarez,MIA,24,16959.0,657193.0,alvared01,alvae001
550,19683,Mike Brosseau,TBR,57,19683.0,670712.0,brossmi01,brosm001
551,16953,Chadwick Tromp,SFG,9,,,,
552,10322,Danny Santana,BOS,38,10322.0,542454.0,santada01,santd001
553,20056,Alan Trejo,COL,28,20056.0,676701.0,trejoal01,treja001
554,14145,Daniel Robertson,MIL,50,14145.0,621002.0,roberda10,robed004
555,15274,Mike Tauchman,- - -,75,15274.0,643565.0,tauchmi01,taucm001
556,15585,Mike Ford,NYY,22,15585.0,645801.0,fordmi01,fordm002
557,16925,Aramis Garcia,OAK,32,,,,
558,5667,Steven Souza Jr.,LAD,17,,,,
559,4866,Jarrod Dyson,- - -,102,4866.0,502481.0,dysonja01,dysoj001
560,17023,Magneuris Sierra,MIA,123,17023.0,642423.0,sierrma01,sierm002
561,11287,Bryan Holaday,ARI,13,,,,
562,21127,Alejo Lopez,CIN,14,21127.0,664670.0,lopezal03,lopea005
563,21735,Sebastian Rivero,KCR,17,,,,
564,13854,Anthony Bemboom,LAA,8,13854.0,621532.0,bemboan01,bemba001
565,14555,Wyatt Mathisen,ARI,23,14555.0,621500.0,mathiwy01,mathw001
566,18482,Chris Gittens,NYY,16,18482.0,656467.0,gittech01,gittc001
567,19878,Adam Haseley,PHI,9,19878.0,656514.0,haselad01,hasea001
568,11470,Tony Wolters,CHC,14,,,,
569,20242,Kevin Smith,TOR,18,20242.0,675656.0,smithke05,smitk003
570,14388,Ronald Guzman,TEX,7,,,,
571,12198,Jake Hager,- - -,14,12198.0,606993.0,hagerja01,hagej001
572,19250,Trent Giambrone,CHC,5,19250.0,623508.0,giambtr01,giamt001
573,14137,Tim Lopes,MIL,7,14137.0,621005.0,lopesti01,lopet001
574,12174,Jorge Bonifacio,PHI,7,12174.0,593528.0,bonifjo01,bonij002
575,14330,Nick Williams,CHW,4,14330.0,608384.0,willini01,willn001
576,16561,Austin Gomber,COL,24,,,,
577,18679,Freddy Peralta,MIL,29,,,,
578,16313,Yairo Munoz,BOS,5,,,,
579,17085,Pablo Lopez,MIA,21,,,,
580,19909,Anderson Tejeda,TEX,5,19909.0,660731.0,tejedan01,tejea001
581,13050,Anthony DeSclafani,SFG,34,,,,
582,22286,Trevor Rogers,MIA,26,,,,
583,19951,Ian Anderson,ATL,24,,,,
584,19990,Bryse Wilson,- - -,16,,,,
585,13781,Alex Wood,SFG,26,,,,
586,20099,Chris Paddack,SDP,24,,,,
587,12703,Trevor Bauer,LAD,17,,,,
588,1890,Matt Moore,PHI,24,,,,
589,6632,Carlos Carrasco,NYM,12,,,,
590,6895,Chase Anderson,PHI,14,,,,
591,13684,John Gant,- - -,39,,,,
592,19667,Zach Reks,LAD,6,19667.0,676646.0,reksza01,reksz001
593,19826,Riley Smith,ARI,24,,,,
594,22175,Max Kranick,PIT,9,,,,
595,2396,Carlos Santana,KCR,158,2396.0,467793.0,santaca01,santc002
596,10324,Marcell Ozuna,ATL,48,10324.0,542303.0,ozunama01,ozunm001
597,5384,Juan Lagares,LAA,112,5384.0,501571.0,lagarju01,lagaj001
598,20036,Isaac Paredes,DET,23,20036.0,670623.0,paredis01,parei001
599,12179,Maikel Franco,BAL,104,12179.0,596748.0,francma02,franm004
600,11205,Adam Eaton,- - -,84,11205.0,594809.0,eatonad02,eatoa002
601,16885,Joshua Fuentes,COL,95,16885.0,658069.0,fuentjo01,fuenj001
602,8090,Matt Carpenter,STL,130,8090.0,572761.0,carpema01,carpm002
603,9345,Brock Holt,TEX,77,9345.0,571788.0,holtbr01,holtb002
604,15767,Jose Marmolejos,SEA,41,,,,
605,13185,Orlando Arcia,- - -,36,13185.0,606115.0,arciaor01,arcio002
606,2900,Roberto Perez,CLE,44,,,,
607,19928,Ryan McKenna,BAL,90,19928.0,663630.0,mckenry01,mcker001
608,11481,Henry Ramos,ARI,18,11481.0,592656.0,ramoshe01,ramoh001
609,14477,Jake Cave,MIN,76,14477.0,595909.0,caveja01,cavej001
610,17161,Chad Wallach,MIA,23,,,,
611,1159,Andrew Romine,CHC,26,1159.0,461865.0,rominan01,romia001
612,22871,Tucupita Marcano,SDP,25,22871.0,672779.0,marcatu01,marct001
613,9892,Jay Bruce,NYY,10,9892.0,457803.0,bruceja01,brucj001
614,19961,Colton Welker,COL,19,19961.0,666213.0,welkeco01,welkc001
615,11241,Mike Freeman,CIN,37,11241.0,502273.0,freemmi01,freem002
616,17098,Dustin Fowler,PIT,18,17098.0,641583.0,fowledu01,fowld002
617,16042,Mark Payton,CIN,24,16042.0,592622.0,paytoma01,paytm001
618,15808,Jose Godoy,SEA,16,,,,
619,19577,Nick Heath,ARI,20,19577.0,670084.0,heathni01,heatn002
620,19956,Mickey Moniak,PHI,21,19956.0,666160.0,moniami01,monim001
621,14916,Jon Gray,COL,31,,,,
622,5751,Hernan Perez,WSN,10,,,,
623,16358,Tyler Mahle,CIN,33,,,,
624,19952,Khalil Lee,NYM,11,19952.0,666137.0,leekh01,lee-k001
625,18433,P.J. Higgins,CHC,9,,,,
626,4243,Jose Lobaton,CHC,6,,,,
627,18684,Sandy Alcantara,MIA,33,,,,
628,11760,Drew Smyly,ATL,32,,,,
629,14556,Max Moroff,STL,6,14556.0,621559.0,morofma01,morom001
630,14950,Johan Camargo,ATL,15,14950.0,622666.0,camarjo01,camaj001
631,17975,Scott Kingery,PHI,15,17975.0,664068.0,kingesc01,kings001
632,13834,Alec Mills,CHC,33,,,,
633,13774,Zach Eflin,PHI,18,,,,
634,4892,Mike Moustakas,CIN,62,4892.0,519058.0,moustmi01,mousm001
635,1433,Wilson Ramos,- - -,44,,,,
636,8553,Gerardo Parra,WSN,53,8553.0,467827.0,parrage01,parrg001
637,8259,Kurt Suzuki,LAA,72,,,,
638,9112,Khris Davis,- - -,42,9112.0,501981.0,daviskh01,davik003
639,17338,Willi Castro,DET,125,17338.0,650489.0,castrwi01,castw003
640,16686,Jason Vosler,SFG,41,16686.0,613564.0,vosleja01,voslj001
641,16852,John Nogowski,- - -,52,16852.0,596056.0,nogowjo01,nogoj001
642,7927,Eric Sogard,CHC,78,7927.0,519299.0,sogarer01,sogae001
643,19267,Will Craig,PIT,18,19267.0,643269.0,craigwi01,craiw001
644,19858,Luis Rengifo,LAA,54,19858.0,650859.0,rengilu01,rengl001
645,5491,Austin Romine,CHC,28,,,,
646,18054,Sam Haggerty,SEA,35,18054.0,664059.0,haggesa01,haggs001
647,19354,Luke Raley,LAD,33,19354.0,670042.0,raleylu01,ralel001
648,14103,Rio Ruiz,- - -,62,14103.0,547004.0,ruizri01,ruizr002
649,19968,Jared Oliva,PIT,20,19968.0,666931.0,olivaja01,olivj003
650,9393,Matt Adams,COL,22,9393.0,571431.0,adamsma01,adamm002
651,16256,Kyle Freeland,COL,25,,,,
652,15104,Jonathan Davis,- - -,64,15104.0,641505.0,davisjo05,davij007
653,12225,Scott Schebler,LAA,14,12225.0,594988.0,schebsc01,sches001
654,17684,Vimael Machin,OAK,15,,,,
655,785,Todd Frazier,PIT,13,785.0,453943.0,frazito01,frazt001
656,19872,Greg Deichmann,CHC,14,19872.0,656364.0,deichgr01,deicg001
657,5223,Cameron Maybin,NYM,9,5223.0,457727.0,maybica01,maybc001
658,17425,Erick Fedde,WSN,29,,,,
659,19392,Zach McKinstry,LAD,60,19392.0,656716.0,mckinza01,mckiz001
660,15653,Dominic Smith,NYM,145,15653.0,642086.0,smithdo02,smitd008
661,15170,Josh VanMeter,ARI,112,15170.0,642165.0,vanmejo01,vanmj001
662,16542,Shed Long Jr.,SEA,34,,,,
663,12950,Phillip Evans,PIT,76,12950.0,595943.0,evansph01,evanp001
664,18363,Victor Robles,WSN,107,18363.0,645302.0,roblevi01,roblv001
665,14553,Nomar Mazara,DET,50,14553.0,608577.0,mazarno01,mazan001
666,24617,Jarren Duran,BOS,33,24617.0,680776.0,duranja01,duraj001
667,10847,Andrelton Simmons,MIN,131,10847.0,592743.0,simmoan01,simma001
668,17736,Richie Martin,BAL,37,17736.0,621006.0,martiri01,martr006
669,27461,Shogo Akiyama,CIN,88,27461.0,673451.0,akiyash01,akiys001
670,17276,Alex Jackson,- - -,52,,,,
671,19873,Drew Ellis,ARI,28,19873.0,656403.0,ellisdr01,ellid002
672,12284,Kevan Smith,- - -,33,,,,
673,15994,Kean Wong,LAA,32,15994.0,642221.0,wongke01,wongk002
674,18316,Edwin Rios,LAD,25,,,,
675,17723,Skye Bolt,- - -,34,17723.0,621450.0,boltsk01,bolts001
676,20536,Vidal Brujan,TBR,10,,,,
677,15488,Antonio Senzatela,COL,28,,,,
678,18839,Josh Naylor,CLE,69,18839.0,647304.0,naylojo01,naylj001
679,17838,Willie Calhoun,TEX,75,17838.0,641432.0,calhowi01,calhw001
680,13367,Stephen Piscotty,OAK,72,13367.0,572039.0,piscost01,piscs001
681,17468,Kelvin Gutierrez,- - -,85,17468.0,642721.0,gutieke01,gutik001
682,14593,David Bote,CHC,97,14593.0,623520.0,boteda01,boted002
683,18136,Ka'ai Tom,- - -,48,18136.0,664789.0,tomka01,tom-k001
684,5273,Sandy Leon,MIA,84,,,,
685,19635,Sheldon Neuse,LAD,33,19635.0,641914.0,neusesh01,neuss001
686,3353,Matt Joyce,PHI,43,3353.0,459964.0,joycema01,joycm001
687,15694,Chance Sisco,- - -,28,,,,
688,13167,Robel Garcia,HOU,47,,,,
689,16041,Stevie Wilkerson,BAL,31,16041.0,592859.0,wilkest01,wilks001
690,18872,Jahmai Jones,BAL,26,18872.0,663330.0,jonesja08,jonej007
691,12970,Joe Musgrove,SDP,40,12970.0,605397.0,musgrjo01,musgj001
692,14109,Albert Almora Jr.,NYM,47,,,,
693,22217,Luis Campusano,SDP,11,,,,
694,1744,Miguel Cabrera,DET,130,1744.0,408234.0,cabremi01,cabrm001
695,19181,Zack Collins,CHW,78,,,,
696,10815,Jurickson Profar,SDP,137,10815.0,595777.0,profaju01,profj001
697,16442,Ryan O'Hearn,KCR,84,16442.0,656811.0,ohearry01,ohear001
698,14968,Victor Caratini,SDP,116,14968.0,605170.0,caratvi01,carav001
699,19958,Carter Kieboom,WSN,62,19958.0,666198.0,kieboca01,kiebc001
700,22558,Jarred Kelenic,SEA,93,22558.0,672284.0,kelenja01,kelej001
701,5497,Marwin Gonzalez,- - -,91,5497.0,503556.0,gonzama01,gonzm002
702,17922,Isan Diaz,MIA,89,,,,
703,15194,Jake Bauers,- - -,115,15194.0,641343.0,bauerja01,bauej001
704,13369,Erik Gonzalez,PIT,71,,,,
705,20003,Keston Hiura,MIL,61,20003.0,669374.0,hiurake01,hiurk001
706,19562,Zack Short,DET,61,19562.0,670097.0,shortza01,shorz001
707,15124,Tim Locastro,- - -,64,15124.0,641796.0,locasti01,locat001
708,20233,Gilberto Celestino,MIN,23,20233.0,665482.0,celesgi01,celeg001
709,20078,Evan White,SEA,30,20078.0,657108.0,whiteev01,white005
710,19948,Cristian Pache,ATL,22,19948.0,665506.0,pachecr01,pachc001
711,18881,Curtis Terry,TEX,13,18881.0,663799.0,terrycu01,terrc001
712,3411,Drew Butera,LAA,12,,,,
713,3137,Max Scherzer,- - -,30,,,,
714,15608,Willians Astudillo,MIN,73,15608.0,553902.0,astudwi01,astuw001
715,13744,David Dahl,TEX,63,13744.0,621311.0,dahlda01,dahld001
716,15998,Cody Bellinger,LAD,95,15998.0,641355.0,bellico01,bellc002
717,15490,Justin Williams,STL,51,15490.0,642211.0,williju02,willj006
718,12984,Jackie Bradley Jr.,MIL,134,,,,
719,14567,Franchy Cordero,BOS,48,14567.0,614173.0,cordefr02,cordf003
720,13324,Ildemaro Vargas,- - -,34,13324.0,545121.0,vargail01,vargi001
721,15983,Clint Frazier,NYY,66,15983.0,640449.0,frazicl01,frazc001
722,15271,Austin Wynns,BAL,45,,,,
723,12977,Michael Perez,PIT,70,,,,
724,16404,Domingo Leyba,- - -,34,16404.0,642736.0,leybado01,leybd001
725,14885,Pat Valaika,BAL,91,14885.0,642162.0,valaipa01,valap001
726,19514,Andrew Knizner,STL,63,,,,
727,14818,JaCoby Jones,DET,36,14818.0,592444.0,jonesja07,jonej006
728,24655,Owen Miller,CLE,60,24655.0,680911.0,milleow01,millo002
729,14942,Andrew Knapp,PHI,62,14942.0,595284.0,knappan01,knapa001
730,12907,Gregory Polanco,PIT,107,12907.0,570256.0,polangr01,polag001
731,11936,Joe Panik,- - -,95,11936.0,605412.0,panikjo01,panij002
